_p0,_h13,Transfer,0.4,0.2
_p14,microptera_5,Transfer,0.4,0.26666666666666666
_p15,Xyleus,Transfer,0.5333333333333333,0.13333333333333333
_p16,microptera_3,Transfer,0.4,0.4
Coronoepimeritus_6,Xyleus,Contemporaneous,1.0,1.0364871543482472e-50
_p17,microptera_3,Transfer,0.4,0.4
Coronoepimeritus_2,microptera_5,Contemporaneous,1.0,1.0364871543482472e-50
_p18,microptera_3,Transfer,0.5333333333333333,0.26666666666666666
_p19,centurio,Transfer,0.5333333333333333,0.5333333333333333
Coronoepimeritus_4,reticulata,Contemporaneous,1.0,1.0364871543482472e-50
_p20,centurio,Transfer,1.0,1.0
Coronoepimeritus_5,reticulata,Contemporaneous,1.0,1.0364871543482472e-50
Cmexicana_MK181532,centurio,Contemporaneous,1.0,1.0364871543482472e-50
Coronoepimeritus_3,microptera_3,Contemporaneous,1.0,1.0364871543482472e-50
Coronoepimeritus_7,Xyleus,Contemporaneous,1.0,1.0364871543482472e-50
Coronoepimeritus_1,microptera_5,Contemporaneous,1.0,1.0364871543482472e-50
_p1,_h13,Cospeciation,0.8,0.8
_p2,picticornis,Transfer,0.8166666666666667,0.8166666666666667
Amoebogregarina_1,tamaulipensis,Contemporaneous,1.0,1.0364871543482472e-50
_p3,picticornis,Transfer,0.8333333333333334,0.8333333333333334
_p4,_h10,Cospeciation,1.0,1.0
_p5,auricornis_2,Transfer,1.0,0.5
_p6,auricornis_1,Transfer,0.5,0.5
Amoebogregarina_6,picticornis,Contemporaneous,1.0,1.0364871543482472e-50
Amoebogregarina_5,auricornis_1,Contemporaneous,1.0,1.0364871543482472e-50
Amoebogregarina_3,auricornis_2,Contemporaneous,1.0,1.0364871543482472e-50
Amoebogregarina_2,auricornis_1,Contemporaneous,1.0,1.0364871543482472e-50
_p7,picticornis,Transfer,0.9,0.9
_p8,_h12,Cospeciation,1.0,1.0
Amoebogregarina_8,varipennis,Contemporaneous,1.0,1.0364871543482472e-50
Amoebogregarina_7,reticulata,Contemporaneous,1.0,1.0364871543482472e-50
Ataeniopoda_MK181531,picticornis,Contemporaneous,1.0,1.0364871543482472e-50
_p9,_h14,Transfer,0.8333333333333334,0.4166666666666667
_p10,microptera_4,Transfer,0.5666666666666667,0.5666666666666667
_p11,microptera_1,Transfer,1.0,1.0
_p12,microptera_4,Duplication,1.0,1.0
Boliviana_3,microptera_4,Contemporaneous,1.0,1.0364871543482472e-50
Boliviana_2,microptera_4,Contemporaneous,1.0,1.0364871543482472e-50
Boliviana_1,microptera_1,Contemporaneous,1.0,1.0364871543482472e-50
Boliviana_4,microptera_4,Contemporaneous,1.0,1.0364871543482472e-50
_p13,_h14,Cospeciation,1.0,1.0
Gregarina_2,eques,Contemporaneous,1.0,1.0364871543482472e-50
Gregarina_1,tamaulipensis,Contemporaneous,1.0,1.0364871543482472e-50
