_p0,_h6,Cospeciation,0.7941176470588235,0.7941176470588235
_p1,microptera_4,Transfer,0.7941176470588235,0.17647058823529413
_p2,_h10,Transfer,0.38235294117647056,0.38235294117647056
Amoebogregarina_1,tamaulipensis,Contemporaneous,1.0,7.482608367809821e-52
_p3,_h10,Transfer,0.5588235294117647,0.27941176470588236
_p7,picticornis,Transfer,0.5441176470588235,0.5441176470588235
_p8,_h12,Cospeciation,1.0,1.0
Amoebogregarina_8,varipennis,Contemporaneous,1.0,7.482608367809821e-52
Amoebogregarina_7,reticulata,Contemporaneous,1.0,7.482608367809821e-52
Ataeniopoda_MK181531,picticornis,Contemporaneous,1.0,7.482608367809821e-52
_p4,_h10,Cospeciation,1.0,1.0
_p5,auricornis_2,Transfer,1.0,1.0
_p6,auricornis_1,Duplication,1.0,1.0
Amoebogregarina_6,auricornis_1,Contemporaneous,1.0,7.482608367809821e-52
Amoebogregarina_5,auricornis_1,Contemporaneous,1.0,7.482608367809821e-52
Amoebogregarina_3,auricornis_2,Contemporaneous,1.0,7.482608367809821e-52
Amoebogregarina_2,auricornis_1,Contemporaneous,1.0,7.482608367809821e-52
_p9,microptera_4,Transfer,0.8529411764705882,0.4264705882352941
_p13,tamaulipensis,Transfer,0.5,0.5
Gregarina_2,obscura_1,Contemporaneous,1.0,7.482608367809821e-52
Gregarina_1,tamaulipensis,Contemporaneous,1.0,7.482608367809821e-52
_p10,microptera_4,Transfer,0.9117647058823529,0.45588235294117646
_p11,microptera_1,Transfer,0.5147058823529411,0.25735294117647056
_p12,microptera_5,Transfer,0.5147058823529411,0.5147058823529411
Boliviana_2,microptera_4,Contemporaneous,1.0,7.482608367809821e-52
Boliviana_3,microptera_5,Contemporaneous,1.0,7.482608367809821e-52
Boliviana_1,microptera_1,Contemporaneous,1.0,7.482608367809821e-52
Boliviana_4,microptera_4,Contemporaneous,1.0,7.482608367809821e-52
_p14,microptera_3,Transfer,0.7941176470588235,0.7941176470588235
Coronoepimeritus_1,microptera_5,Contemporaneous,1.0,7.482608367809821e-52
_p15,microptera_3,Transfer,0.7941176470588235,0.7941176470588235
Coronoepimeritus_7,Xyleus,Contemporaneous,1.0,7.482608367809821e-52
_p16,microptera_3,Transfer,0.7941176470588235,0.7941176470588235
Coronoepimeritus_6,tamaulipensis,Contemporaneous,1.0,7.482608367809821e-52
_p17,microptera_3,Transfer,0.7941176470588235,0.7941176470588235
Coronoepimeritus_2,microptera_5,Contemporaneous,1.0,7.482608367809821e-52
_p18,microptera_3,Transfer,0.7941176470588235,0.5294117647058824
_p19,reticulata,Transfer,0.5294117647058824,0.2647058823529412
_p20,centurio,Transfer,0.7352941176470589,0.7352941176470589
Coronoepimeritus_5,reticulata,Contemporaneous,1.0,7.482608367809821e-52
Cmexicana_MK181532,centurio,Contemporaneous,1.0,7.482608367809821e-52
Coronoepimeritus_4,reticulata,Contemporaneous,1.0,7.482608367809821e-52
Coronoepimeritus_3,microptera_3,Contemporaneous,1.0,7.482608367809821e-52
