"cost_scheme","replicate","pvalue","time_inconsistency","signif","ratio","event","number_events"
"d1_t8_l1",45,0.046953,19,TRUE,0.111111111111111,"cospeciation",9
"d1_t8_l1",45,0.046953,19,TRUE,0.111111111111111,"transfer",1
"d1_t8_l1",45,0.046953,19,TRUE,0.111111111111111,"duplication",10
"d1_t8_l1",45,0.046953,19,TRUE,0.111111111111111,"loss",48
"d1_t8_l1",46,0.010989,22,TRUE,0,"cospeciation",8
"d1_t8_l1",46,0.010989,22,TRUE,0,"transfer",0
"d1_t8_l1",46,0.010989,22,TRUE,0,"duplication",12
"d1_t8_l1",46,0.010989,22,TRUE,0,"loss",49
"d1_t8_l1",47,0.02997,49,TRUE,0,"cospeciation",7
"d1_t8_l1",47,0.02997,49,TRUE,0,"transfer",0
"d1_t8_l1",47,0.02997,49,TRUE,0,"duplication",13
"d1_t8_l1",47,0.02997,49,TRUE,0,"loss",52
"d1_t8_l1",48,0.000999,38,TRUE,0,"cospeciation",8
"d1_t8_l1",48,0.000999,38,TRUE,0,"transfer",0
"d1_t8_l1",48,0.000999,38,TRUE,0,"duplication",12
"d1_t8_l1",48,0.000999,38,TRUE,0,"loss",42
"d1_t8_l1",49,0.125874,20,FALSE,0.222222222222222,"cospeciation",9
"d1_t8_l1",49,0.125874,20,FALSE,0.222222222222222,"transfer",2
"d1_t8_l1",49,0.125874,20,FALSE,0.222222222222222,"duplication",9
"d1_t8_l1",49,0.125874,20,FALSE,0.222222222222222,"loss",44
"d1_t8_l1",50,0.001998,26,TRUE,0,"cospeciation",9
"d1_t8_l1",50,0.001998,26,TRUE,0,"transfer",0
"d1_t8_l1",50,0.001998,26,TRUE,0,"duplication",11
"d1_t8_l1",50,0.001998,26,TRUE,0,"loss",46
"d2_t1_l2",1,0.03996,13,TRUE,5.66666666666667,"cospeciation",3
"d2_t1_l2",1,0.03996,13,TRUE,5.66666666666667,"transfer",17
"d2_t1_l2",1,0.03996,13,TRUE,5.66666666666667,"duplication",0
"d2_t1_l2",1,0.03996,13,TRUE,5.66666666666667,"loss",0
"d2_t1_l2",2,0.017982,12,TRUE,4,"cospeciation",4
"d2_t1_l2",2,0.017982,12,TRUE,4,"transfer",16
"d2_t1_l2",2,0.017982,12,TRUE,4,"duplication",0
"d2_t1_l2",2,0.017982,12,TRUE,4,"loss",0
"d2_t1_l2",3,0.034965,10,TRUE,3,"cospeciation",5
"d2_t1_l2",3,0.034965,10,TRUE,3,"transfer",15
"d2_t1_l2",3,0.034965,10,TRUE,3,"duplication",0
"d2_t1_l2",3,0.034965,10,TRUE,3,"loss",0
"d2_t1_l2",4,0.51049,14,FALSE,5,"cospeciation",3
"d2_t1_l2",4,0.51049,14,FALSE,5,"transfer",15
"d2_t1_l2",4,0.51049,14,FALSE,5,"duplication",2
"d2_t1_l2",4,0.51049,14,FALSE,5,"loss",0
"d2_t1_l2",5,0.298701,11,FALSE,3.75,"cospeciation",4
"d2_t1_l2",5,0.298701,11,FALSE,3.75,"transfer",15
"d2_t1_l2",5,0.298701,11,FALSE,3.75,"duplication",1
"d2_t1_l2",5,0.298701,11,FALSE,3.75,"loss",0
"d2_t1_l2",6,0.318681,7,FALSE,3.75,"cospeciation",4
"d2_t1_l2",6,0.318681,7,FALSE,3.75,"transfer",15
"d2_t1_l2",6,0.318681,7,FALSE,3.75,"duplication",1
"d2_t1_l2",6,0.318681,7,FALSE,3.75,"loss",0
"d2_t1_l2",7,0.423576,12,FALSE,3.5,"cospeciation",4
"d2_t1_l2",7,0.423576,12,FALSE,3.5,"transfer",14
"d2_t1_l2",7,0.423576,12,FALSE,3.5,"duplication",2
"d2_t1_l2",7,0.423576,12,FALSE,3.5,"loss",0
"d2_t1_l2",8,0.037962,13,TRUE,5.66666666666667,"cospeciation",3
"d2_t1_l2",8,0.037962,13,TRUE,5.66666666666667,"transfer",17
"d2_t1_l2",8,0.037962,13,TRUE,5.66666666666667,"duplication",0
"d2_t1_l2",8,0.037962,13,TRUE,5.66666666666667,"loss",0
"d2_t1_l2",9,0.12987,7,FALSE,2.8,"cospeciation",5
"d2_t1_l2",9,0.12987,7,FALSE,2.8,"transfer",14
"d2_t1_l2",9,0.12987,7,FALSE,2.8,"duplication",1
"d2_t1_l2",9,0.12987,7,FALSE,2.8,"loss",0
"d2_t1_l2",10,0.436563,12,FALSE,3.5,"cospeciation",4
"d2_t1_l2",10,0.436563,12,FALSE,3.5,"transfer",14
"d2_t1_l2",10,0.436563,12,FALSE,3.5,"duplication",2
"d2_t1_l2",10,0.436563,12,FALSE,3.5,"loss",0
"d2_t1_l2",11,0.032967,10,TRUE,3,"cospeciation",5
"d2_t1_l2",11,0.032967,10,TRUE,3,"transfer",15
"d2_t1_l2",11,0.032967,10,TRUE,3,"duplication",0
"d2_t1_l2",11,0.032967,10,TRUE,3,"loss",0
"d2_t1_l2",12,0.214785,14,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",12,0.214785,14,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",12,0.214785,14,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",12,0.214785,14,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",13,0.045954,7,TRUE,4,"cospeciation",4
"d2_t1_l2",13,0.045954,7,TRUE,4,"transfer",16
"d2_t1_l2",13,0.045954,7,TRUE,4,"duplication",0
"d2_t1_l2",13,0.045954,7,TRUE,4,"loss",0
"d2_t1_l2",14,0.270729,14,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",14,0.270729,14,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",14,0.270729,14,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",14,0.270729,14,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",15,0.195804,10,FALSE,2.8,"cospeciation",5
"d2_t1_l2",15,0.195804,10,FALSE,2.8,"transfer",14
"d2_t1_l2",15,0.195804,10,FALSE,2.8,"duplication",1
"d2_t1_l2",15,0.195804,10,FALSE,2.8,"loss",0
"d2_t1_l2",16,0.246753,13,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",16,0.246753,13,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",16,0.246753,13,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",16,0.246753,13,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",17,0.03996,14,TRUE,5.66666666666667,"cospeciation",3
"d2_t1_l2",17,0.03996,14,TRUE,5.66666666666667,"transfer",17
"d2_t1_l2",17,0.03996,14,TRUE,5.66666666666667,"duplication",0
"d2_t1_l2",17,0.03996,14,TRUE,5.66666666666667,"loss",0
"d2_t1_l2",18,0.031968,11,TRUE,4,"cospeciation",4
"d2_t1_l2",18,0.031968,11,TRUE,4,"transfer",16
"d2_t1_l2",18,0.031968,11,TRUE,4,"duplication",0
"d2_t1_l2",18,0.031968,11,TRUE,4,"loss",0
"d2_t1_l2",19,0.063936,14,FALSE,5.66666666666667,"cospeciation",3
"d2_t1_l2",19,0.063936,14,FALSE,5.66666666666667,"transfer",17
"d2_t1_l2",19,0.063936,14,FALSE,5.66666666666667,"duplication",0
"d2_t1_l2",19,0.063936,14,FALSE,5.66666666666667,"loss",0
"d2_t1_l2",20,0.639361,13,FALSE,5,"cospeciation",3
"d2_t1_l2",20,0.639361,13,FALSE,5,"transfer",15
"d2_t1_l2",20,0.639361,13,FALSE,5,"duplication",2
"d2_t1_l2",20,0.639361,13,FALSE,5,"loss",0
"d2_t1_l2",21,0.483516,16,FALSE,8.5,"cospeciation",2
"d2_t1_l2",21,0.483516,16,FALSE,8.5,"transfer",17
"d2_t1_l2",21,0.483516,16,FALSE,8.5,"duplication",1
"d2_t1_l2",21,0.483516,16,FALSE,8.5,"loss",0
"d2_t1_l2",22,0.015984,12,TRUE,4,"cospeciation",4
"d2_t1_l2",22,0.015984,12,TRUE,4,"transfer",16
"d2_t1_l2",22,0.015984,12,TRUE,4,"duplication",0
"d2_t1_l2",22,0.015984,12,TRUE,4,"loss",0
"d2_t1_l2",23,0.023976,7,TRUE,3,"cospeciation",5
"d2_t1_l2",23,0.023976,7,TRUE,3,"transfer",15
"d2_t1_l2",23,0.023976,7,TRUE,3,"duplication",0
"d2_t1_l2",23,0.023976,7,TRUE,3,"loss",0
"d2_t1_l2",24,0.01998,11,TRUE,4,"cospeciation",4
"d2_t1_l2",24,0.01998,11,TRUE,4,"transfer",16
"d2_t1_l2",24,0.01998,11,TRUE,4,"duplication",0
"d2_t1_l2",24,0.01998,11,TRUE,4,"loss",0
"d2_t1_l2",25,0.25974,13,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",25,0.25974,13,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",25,0.25974,13,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",25,0.25974,13,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",26,0.2997,12,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",26,0.2997,12,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",26,0.2997,12,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",26,0.2997,12,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",27,0.040959,13,TRUE,5.66666666666667,"cospeciation",3
"d2_t1_l2",27,0.040959,13,TRUE,5.66666666666667,"transfer",17
"d2_t1_l2",27,0.040959,13,TRUE,5.66666666666667,"duplication",0
"d2_t1_l2",27,0.040959,13,TRUE,5.66666666666667,"loss",0
"d2_t1_l2",28,0.450549,16,FALSE,8.5,"cospeciation",2
"d2_t1_l2",28,0.450549,16,FALSE,8.5,"transfer",17
"d2_t1_l2",28,0.450549,16,FALSE,8.5,"duplication",1
"d2_t1_l2",28,0.450549,16,FALSE,8.5,"loss",0
"d2_t1_l2",29,0.391608,7,FALSE,3.75,"cospeciation",4
"d2_t1_l2",29,0.391608,7,FALSE,3.75,"transfer",15
"d2_t1_l2",29,0.391608,7,FALSE,3.75,"duplication",1
"d2_t1_l2",29,0.391608,7,FALSE,3.75,"loss",0
"d2_t1_l2",30,0.280719,12,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",30,0.280719,12,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",30,0.280719,12,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",30,0.280719,12,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",31,0.285714,13,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",31,0.285714,13,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",31,0.285714,13,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",31,0.285714,13,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",32,0.275724,13,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",32,0.275724,13,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",32,0.275724,13,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",32,0.275724,13,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",33,0.335664,7,FALSE,3.75,"cospeciation",4
"d2_t1_l2",33,0.335664,7,FALSE,3.75,"transfer",15
"d2_t1_l2",33,0.335664,7,FALSE,3.75,"duplication",1
"d2_t1_l2",33,0.335664,7,FALSE,3.75,"loss",0
"d2_t1_l2",34,0.302697,12,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",34,0.302697,12,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",34,0.302697,12,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",34,0.302697,12,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",35,0.155844,13,FALSE,3.75,"cospeciation",4
"d2_t1_l2",35,0.155844,13,FALSE,3.75,"transfer",15
"d2_t1_l2",35,0.155844,13,FALSE,3.75,"duplication",1
"d2_t1_l2",35,0.155844,13,FALSE,3.75,"loss",0
"d2_t1_l2",36,0.088911,13,FALSE,5.66666666666667,"cospeciation",3
"d2_t1_l2",36,0.088911,13,FALSE,5.66666666666667,"transfer",17
"d2_t1_l2",36,0.088911,13,FALSE,5.66666666666667,"duplication",0
"d2_t1_l2",36,0.088911,13,FALSE,5.66666666666667,"loss",0
"d2_t1_l2",37,0.585415,13,FALSE,5,"cospeciation",3
"d2_t1_l2",37,0.585415,13,FALSE,5,"transfer",15
"d2_t1_l2",37,0.585415,13,FALSE,5,"duplication",2
"d2_t1_l2",37,0.585415,13,FALSE,5,"loss",0
"d2_t1_l2",38,0.082917,12,FALSE,3.75,"cospeciation",4
"d2_t1_l2",38,0.082917,12,FALSE,3.75,"transfer",15
"d2_t1_l2",38,0.082917,12,FALSE,3.75,"duplication",1
"d2_t1_l2",38,0.082917,12,FALSE,3.75,"loss",0
"d2_t1_l2",39,0.230769,13,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",39,0.230769,13,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",39,0.230769,13,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",39,0.230769,13,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",40,0.307692,13,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",40,0.307692,13,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",40,0.307692,13,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",40,0.307692,13,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",41,0.170829,15,FALSE,9,"cospeciation",2
"d2_t1_l2",41,0.170829,15,FALSE,9,"transfer",18
"d2_t1_l2",41,0.170829,15,FALSE,9,"duplication",0
"d2_t1_l2",41,0.170829,15,FALSE,9,"loss",0
"d2_t1_l2",42,0.398601,7,FALSE,3.75,"cospeciation",4
"d2_t1_l2",42,0.398601,7,FALSE,3.75,"transfer",15
"d2_t1_l2",42,0.398601,7,FALSE,3.75,"duplication",1
"d2_t1_l2",42,0.398601,7,FALSE,3.75,"loss",0
"d2_t1_l2",43,0.355644,13,FALSE,3.5,"cospeciation",4
"d2_t1_l2",43,0.355644,13,FALSE,3.5,"transfer",14
"d2_t1_l2",43,0.355644,13,FALSE,3.5,"duplication",2
"d2_t1_l2",43,0.355644,13,FALSE,3.5,"loss",0
"d2_t1_l2",44,0.509491,16,FALSE,8.5,"cospeciation",2
"d2_t1_l2",44,0.509491,16,FALSE,8.5,"transfer",17
"d2_t1_l2",44,0.509491,16,FALSE,8.5,"duplication",1
"d2_t1_l2",44,0.509491,16,FALSE,8.5,"loss",0
"d2_t1_l2",45,0.081918,14,FALSE,5.66666666666667,"cospeciation",3
"d2_t1_l2",45,0.081918,14,FALSE,5.66666666666667,"transfer",17
"d2_t1_l2",45,0.081918,14,FALSE,5.66666666666667,"duplication",0
"d2_t1_l2",45,0.081918,14,FALSE,5.66666666666667,"loss",0
"d2_t1_l2",46,0.223776,14,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",46,0.223776,14,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",46,0.223776,14,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",46,0.223776,14,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",47,0.233766,13,FALSE,5.33333333333333,"cospeciation",3
"d2_t1_l2",47,0.233766,13,FALSE,5.33333333333333,"transfer",16
"d2_t1_l2",47,0.233766,13,FALSE,5.33333333333333,"duplication",1
"d2_t1_l2",47,0.233766,13,FALSE,5.33333333333333,"loss",0
"d2_t1_l2",48,0.428571,7,FALSE,2.6,"cospeciation",5
"d2_t1_l2",48,0.428571,7,FALSE,2.6,"transfer",13
"d2_t1_l2",48,0.428571,7,FALSE,2.6,"duplication",2
"d2_t1_l2",48,0.428571,7,FALSE,2.6,"loss",0
"d2_t1_l2",49,0.164835,15,FALSE,9,"cospeciation",2
"d2_t1_l2",49,0.164835,15,FALSE,9,"transfer",18
"d2_t1_l2",49,0.164835,15,FALSE,9,"duplication",0
"d2_t1_l2",49,0.164835,15,FALSE,9,"loss",0
"d2_t1_l2",50,0.086913,13,FALSE,3.75,"cospeciation",4
"d2_t1_l2",50,0.086913,13,FALSE,3.75,"transfer",15
"d2_t1_l2",50,0.086913,13,FALSE,3.75,"duplication",1
"d2_t1_l2",50,0.086913,13,FALSE,3.75,"loss",0
"d2_t4_l1",1,0.134865,2,FALSE,1.25,"cospeciation",8
"d2_t4_l1",1,0.134865,2,FALSE,1.25,"transfer",10
"d2_t4_l1",1,0.134865,2,FALSE,1.25,"duplication",2
"d2_t4_l1",1,0.134865,2,FALSE,1.25,"loss",13
"d2_t4_l1",2,0.012987,4,TRUE,1.42857142857143,"cospeciation",7
"d2_t4_l1",2,0.012987,4,TRUE,1.42857142857143,"transfer",10
"d2_t4_l1",2,0.012987,4,TRUE,1.42857142857143,"duplication",3
"d2_t4_l1",2,0.012987,4,TRUE,1.42857142857143,"loss",6
"d2_t4_l1",3,0.012987,3,TRUE,1.28571428571429,"cospeciation",7
"d2_t4_l1",3,0.012987,3,TRUE,1.28571428571429,"transfer",9
"d2_t4_l1",3,0.012987,3,TRUE,1.28571428571429,"duplication",4
"d2_t4_l1",3,0.012987,3,TRUE,1.28571428571429,"loss",8
"d2_t4_l1",4,0.041958,4,TRUE,1.66666666666667,"cospeciation",6
"d2_t4_l1",4,0.041958,4,TRUE,1.66666666666667,"transfer",10
"d2_t4_l1",4,0.041958,4,TRUE,1.66666666666667,"duplication",4
"d2_t4_l1",4,0.041958,4,TRUE,1.66666666666667,"loss",7
"d2_t4_l1",5,0.016983,4,TRUE,1.5,"cospeciation",6
"d2_t4_l1",5,0.016983,4,TRUE,1.5,"transfer",9
"d2_t4_l1",5,0.016983,4,TRUE,1.5,"duplication",5
"d2_t4_l1",5,0.016983,4,TRUE,1.5,"loss",6
"d2_t4_l1",6,0.190809,2,FALSE,1.125,"cospeciation",8
"d2_t4_l1",6,0.190809,2,FALSE,1.125,"transfer",9
"d2_t4_l1",6,0.190809,2,FALSE,1.125,"duplication",3
"d2_t4_l1",6,0.190809,2,FALSE,1.125,"loss",16
"d2_t4_l1",7,0.002997,3,TRUE,1.14285714285714,"cospeciation",7
"d2_t4_l1",7,0.002997,3,TRUE,1.14285714285714,"transfer",8
"d2_t4_l1",7,0.002997,3,TRUE,1.14285714285714,"duplication",5
"d2_t4_l1",7,0.002997,3,TRUE,1.14285714285714,"loss",8
"d2_t4_l1",8,0.115884,2,FALSE,1.25,"cospeciation",8
"d2_t4_l1",8,0.115884,2,FALSE,1.25,"transfer",10
"d2_t4_l1",8,0.115884,2,FALSE,1.25,"duplication",2
"d2_t4_l1",8,0.115884,2,FALSE,1.25,"loss",13
"d2_t4_l1",9,0.011988,3,TRUE,1.28571428571429,"cospeciation",7
"d2_t4_l1",9,0.011988,3,TRUE,1.28571428571429,"transfer",9
"d2_t4_l1",9,0.011988,3,TRUE,1.28571428571429,"duplication",4
"d2_t4_l1",9,0.011988,3,TRUE,1.28571428571429,"loss",8
"d2_t4_l1",10,0.000999,3,TRUE,1,"cospeciation",7
"d2_t4_l1",10,0.000999,3,TRUE,1,"transfer",7
"d2_t4_l1",10,0.000999,3,TRUE,1,"duplication",6
"d2_t4_l1",10,0.000999,3,TRUE,1,"loss",8
"d2_t4_l1",11,0.011988,3,TRUE,1.28571428571429,"cospeciation",7
"d2_t4_l1",11,0.011988,3,TRUE,1.28571428571429,"transfer",9
"d2_t4_l1",11,0.011988,3,TRUE,1.28571428571429,"duplication",4
"d2_t4_l1",11,0.011988,3,TRUE,1.28571428571429,"loss",8
"d2_t4_l1",12,0.048951,4,TRUE,1.66666666666667,"cospeciation",6
"d2_t4_l1",12,0.048951,4,TRUE,1.66666666666667,"transfer",10
"d2_t4_l1",12,0.048951,4,TRUE,1.66666666666667,"duplication",4
"d2_t4_l1",12,0.048951,4,TRUE,1.66666666666667,"loss",7
"d2_t4_l1",13,0.358641,2,FALSE,1.25,"cospeciation",8
"d2_t4_l1",13,0.358641,2,FALSE,1.25,"transfer",10
"d2_t4_l1",13,0.358641,2,FALSE,1.25,"duplication",2
"d2_t4_l1",13,0.358641,2,FALSE,1.25,"loss",16
"d2_t4_l1",14,0.007992,3,TRUE,1,"cospeciation",8
"d2_t4_l1",14,0.007992,3,TRUE,1,"transfer",8
"d2_t4_l1",14,0.007992,3,TRUE,1,"duplication",4
"d2_t4_l1",14,0.007992,3,TRUE,1,"loss",12
"d2_t4_l1",15,0.001998,3,TRUE,1.14285714285714,"cospeciation",7
"d2_t4_l1",15,0.001998,3,TRUE,1.14285714285714,"transfer",8
"d2_t4_l1",15,0.001998,3,TRUE,1.14285714285714,"duplication",5
"d2_t4_l1",15,0.001998,3,TRUE,1.14285714285714,"loss",8
"d2_t4_l1",16,0.141858,2,FALSE,1.125,"cospeciation",8
"d2_t4_l1",16,0.141858,2,FALSE,1.125,"transfer",9
"d2_t4_l1",16,0.141858,2,FALSE,1.125,"duplication",3
"d2_t4_l1",16,0.141858,2,FALSE,1.125,"loss",16
"d2_t4_l1",17,0.152847,4,FALSE,1.83333333333333,"cospeciation",6
"d2_t4_l1",17,0.152847,4,FALSE,1.83333333333333,"transfer",11
"d2_t4_l1",17,0.152847,4,FALSE,1.83333333333333,"duplication",3
"d2_t4_l1",17,0.152847,4,FALSE,1.83333333333333,"loss",7
"d2_t4_l1",18,0.036963,2,TRUE,1.125,"cospeciation",8
"d2_t4_l1",18,0.036963,2,TRUE,1.125,"transfer",9
"d2_t4_l1",18,0.036963,2,TRUE,1.125,"duplication",3
"d2_t4_l1",18,0.036963,2,TRUE,1.125,"loss",12
"d2_t4_l1",19,0.014985,2,TRUE,1,"cospeciation",9
"d2_t4_l1",19,0.014985,2,TRUE,1,"transfer",9
"d2_t4_l1",19,0.014985,2,TRUE,1,"duplication",2
"d2_t4_l1",19,0.014985,2,TRUE,1,"loss",12
"d2_t4_l1",20,0.003996,3,TRUE,1,"cospeciation",7
"d2_t4_l1",20,0.003996,3,TRUE,1,"transfer",7
"d2_t4_l1",20,0.003996,3,TRUE,1,"duplication",6
"d2_t4_l1",20,0.003996,3,TRUE,1,"loss",10
"d2_t4_l1",21,0.123876,2,FALSE,1.125,"cospeciation",8
"d2_t4_l1",21,0.123876,2,FALSE,1.125,"transfer",9
"d2_t4_l1",21,0.123876,2,FALSE,1.125,"duplication",3
"d2_t4_l1",21,0.123876,2,FALSE,1.125,"loss",15
"d2_t4_l1",22,0.008991,4,TRUE,1.42857142857143,"cospeciation",7
"d2_t4_l1",22,0.008991,4,TRUE,1.42857142857143,"transfer",10
"d2_t4_l1",22,0.008991,4,TRUE,1.42857142857143,"duplication",3
"d2_t4_l1",22,0.008991,4,TRUE,1.42857142857143,"loss",6
"d2_t4_l1",23,0.051948,3,FALSE,1.42857142857143,"cospeciation",7
"d2_t4_l1",23,0.051948,3,FALSE,1.42857142857143,"transfer",10
"d2_t4_l1",23,0.051948,3,FALSE,1.42857142857143,"duplication",3
"d2_t4_l1",23,0.051948,3,FALSE,1.42857142857143,"loss",8
"d2_t4_l1",24,0.006993,3,TRUE,1.14285714285714,"cospeciation",7
"d2_t4_l1",24,0.006993,3,TRUE,1.14285714285714,"transfer",8
"d2_t4_l1",24,0.006993,3,TRUE,1.14285714285714,"duplication",5
"d2_t4_l1",24,0.006993,3,TRUE,1.14285714285714,"loss",9
"d2_t4_l1",25,0.115884,3,FALSE,1.28571428571429,"cospeciation",7
"d2_t4_l1",25,0.115884,3,FALSE,1.28571428571429,"transfer",9
"d2_t4_l1",25,0.115884,3,FALSE,1.28571428571429,"duplication",4
"d2_t4_l1",25,0.115884,3,FALSE,1.28571428571429,"loss",13
"d2_t4_l1",26,0.050949,2,FALSE,1.14285714285714,"cospeciation",7
"d2_t4_l1",26,0.050949,2,FALSE,1.14285714285714,"transfer",8
"d2_t4_l1",26,0.050949,2,FALSE,1.14285714285714,"duplication",5
"d2_t4_l1",26,0.050949,2,FALSE,1.14285714285714,"loss",13
"d2_t4_l1",27,0.361638,2,FALSE,1.25,"cospeciation",8
"d2_t4_l1",27,0.361638,2,FALSE,1.25,"transfer",10
"d2_t4_l1",27,0.361638,2,FALSE,1.25,"duplication",2
"d2_t4_l1",27,0.361638,2,FALSE,1.25,"loss",16
"d2_t4_l1",28,0.110889,2,FALSE,1.25,"cospeciation",8
"d2_t4_l1",28,0.110889,2,FALSE,1.25,"transfer",10
"d2_t4_l1",28,0.110889,2,FALSE,1.25,"duplication",2
"d2_t4_l1",28,0.110889,2,FALSE,1.25,"loss",13
"d2_t4_l1",29,0.01998,4,TRUE,0.875,"cospeciation",8
"d2_t4_l1",29,0.01998,4,TRUE,0.875,"transfer",7
"d2_t4_l1",29,0.01998,4,TRUE,0.875,"duplication",5
"d2_t4_l1",29,0.01998,4,TRUE,0.875,"loss",14
"d2_t4_l1",30,0.128871,2,FALSE,1.28571428571429,"cospeciation",7
"d2_t4_l1",30,0.128871,2,FALSE,1.28571428571429,"transfer",9
"d2_t4_l1",30,0.128871,2,FALSE,1.28571428571429,"duplication",4
"d2_t4_l1",30,0.128871,2,FALSE,1.28571428571429,"loss",13
"d2_t4_l1",31,0.011988,6,TRUE,0.875,"cospeciation",8
"d2_t4_l1",31,0.011988,6,TRUE,0.875,"transfer",7
"d2_t4_l1",31,0.011988,6,TRUE,0.875,"duplication",5
"d2_t4_l1",31,0.011988,6,TRUE,0.875,"loss",15
"d2_t4_l1",32,0.043956,3,TRUE,1.14285714285714,"cospeciation",7
"d2_t4_l1",32,0.043956,3,TRUE,1.14285714285714,"transfer",8
"d2_t4_l1",32,0.043956,3,TRUE,1.14285714285714,"duplication",5
"d2_t4_l1",32,0.043956,3,TRUE,1.14285714285714,"loss",13
"d2_t4_l1",33,0.027972,2,TRUE,0.888888888888889,"cospeciation",9
"d2_t4_l1",33,0.027972,2,TRUE,0.888888888888889,"transfer",8
"d2_t4_l1",33,0.027972,2,TRUE,0.888888888888889,"duplication",3
"d2_t4_l1",33,0.027972,2,TRUE,0.888888888888889,"loss",15
"d2_t4_l1",34,0.044955,3,TRUE,1.33333333333333,"cospeciation",6
"d2_t4_l1",34,0.044955,3,TRUE,1.33333333333333,"transfer",8
"d2_t4_l1",34,0.044955,3,TRUE,1.33333333333333,"duplication",6
"d2_t4_l1",34,0.044955,3,TRUE,1.33333333333333,"loss",10
"d2_t4_l1",35,0.001998,3,TRUE,0.6,"cospeciation",10
"d2_t4_l1",35,0.001998,3,TRUE,0.6,"transfer",6
"d2_t4_l1",35,0.001998,3,TRUE,0.6,"duplication",4
"d2_t4_l1",35,0.001998,3,TRUE,0.6,"loss",16
"d2_t4_l1",36,0.081918,5,FALSE,0.888888888888889,"cospeciation",9
"d2_t4_l1",36,0.081918,5,FALSE,0.888888888888889,"transfer",8
"d2_t4_l1",36,0.081918,5,FALSE,0.888888888888889,"duplication",3
"d2_t4_l1",36,0.081918,5,FALSE,0.888888888888889,"loss",18
"d2_t4_l1",37,0.005994,3,TRUE,1.14285714285714,"cospeciation",7
"d2_t4_l1",37,0.005994,3,TRUE,1.14285714285714,"transfer",8
"d2_t4_l1",37,0.005994,3,TRUE,1.14285714285714,"duplication",5
"d2_t4_l1",37,0.005994,3,TRUE,1.14285714285714,"loss",10
"d2_t4_l1",38,0.010989,4,TRUE,1.42857142857143,"cospeciation",7
"d2_t4_l1",38,0.010989,4,TRUE,1.42857142857143,"transfer",10
"d2_t4_l1",38,0.010989,4,TRUE,1.42857142857143,"duplication",3
"d2_t4_l1",38,0.010989,4,TRUE,1.42857142857143,"loss",6
"d2_t4_l1",39,0.026973,3,TRUE,1.28571428571429,"cospeciation",7
"d2_t4_l1",39,0.026973,3,TRUE,1.28571428571429,"transfer",9
"d2_t4_l1",39,0.026973,3,TRUE,1.28571428571429,"duplication",4
"d2_t4_l1",39,0.026973,3,TRUE,1.28571428571429,"loss",10
